state_abbr,state,county,fips,population,obesity,diabetes,inactivity
KS,Kansas,Hamilton,20075,"2,437",40.2,11.8,30.1
ND,North Dakota,Steele,38091,"1,782",35.0,12.7,24.9
FL,Florida,Polk,12105,"818,330",40.2,13.6,28.8
VA,Virginia,Mecklenburg,51117,"30,648",41.2,18.6,31.3
TN,Tennessee,Robertson,47147,"76,776",37.0,12.7,27.2
NE,Nebraska,Dundy,31057,"1,561",37.0,14.2,29.6
MI,Michigan,Leelanau,26089,"23,019",31.7,12.2,20.5
OH,Ohio,Union,39159,"69,637",39.8,10.2,23.2
OR,Oregon,Morrow,41049,"12,302",39.2,14.5,27.9
LA,Louisiana,Evangeline,22039,"31,754",44.7,16.8,36.6
IL,Illinois,Lee,17103,"33,654",38.9,12.8,25.6
CA,California,Mendocino,06045,"89,108",29.3,13.7,26.0
GA,Georgia,Meriwether,13199,"20,931",41.4,17.6,34.8
TN,Tennessee,Decatur,47039,"11,656",43.0,17.8,33.5
AR,Arkansas,Arkansas,05001,"16,307",39.1,15.2,35.6
IA,Iowa,Clayton,19043,"16,969",41.0,13.9,30.7
MO,Missouri,Clinton,29049,"21,548",39.5,12.0,30.3
IN,Indiana,Martin,18101,"9,897",39.1,14.6,27.5
VA,Virginia,Franklin,51620,"8,339",43.8,18.1,32.7
TX,Texas,Hays,48209,"280,486",34.5,10.2,23.1
NC,North Carolina,Yadkin,37197,"37,774",36.3,13.3,27.1
WI,Wisconsin,Adams,55001,"21,449",40.3,16.7,33.7
IL,Illinois,Douglas,17041,"19,629",38.5,11.7,24.7
GA,Georgia,Stewart,13259,"4,674",41.6,17.9,39.2
TX,Texas,Matagorda,48321,"36,359",39.4,16.4,33.8
OK,Oklahoma,Texas,40139,"20,371",44.1,13.7,37.4
KS,Kansas,Labette,20099,"19,728",41.3,13.4,32.2
MN,Minnesota,Goodhue,27049,"48,035",36.0,10.9,25.3
FL,Florida,Glades,12043,"12,786",37.1,17.7,36.1
AR,Arkansas,Cleburne,05023,"25,445",37.9,15.1,34.6
MS,Mississippi,Tippah,28139,"21,287",43.3,15.3,35.9
SC,South Carolina,Darlington,45031,"62,416",45.6,17.6,30.3
LA,Louisiana,Lincoln,22061,"47,962",42.6,13.5,30.7
VA,Virginia,Dickenson,51051,"13,640",39.1,16.9,34.0
TX,Texas,Cochran,48079,"2,509",42.6,18.6,41.7
TX,Texas,Falls,48145,"17,286",40.0,16.1,33.8
NC,North Carolina,Onslow,37133,"213,676",33.4,8.6,20.9
FL,Florida,Lake,12069,"424,462",35.3,14.5,26.1
IN,Indiana,Newton,18111,"13,960",43.5,14.4,28.3
TX,Texas,Dawson,48115,"12,004",39.4,15.3,36.5
ID,Idaho,Ada,16001,"524,673",29.0,9.0,18.4
VA,Virginia,Rockingham,51165,"86,568",33.1,12.3,25.9
KS,Kansas,Republic,20157,"4,627",41.2,14.3,30.6
GA,Georgia,Hancock,13141,"8,676",44.8,22.8,40.0
ME,Maine,Cumberland,23005,"310,230",26.7,8.9,17.1
IA,Iowa,Fayette,19065,"19,210",38.5,13.1,29.4
IA,Iowa,Humboldt,19091,"9,500",41.4,13.2,27.5
MO,Missouri,Mississippi,29133,"11,822",47.6,16.7,41.4
CA,California,Del Norte,06015,"26,589",31.0,12.5,25.6
AR,Arkansas,Jackson,05067,"16,784",43.9,15.4,39.5
VA,Virginia,Poquoson,51735,"12,635",33.2,11.0,20.6
TN,Tennessee,Tipton,47167,"62,015",44.1,14.2,28.0
TX,Texas,Collin,48085,"1,195,359",32.3,9.5,20.0
NY,New York,Essex,36031,"36,775",34.8,11.8,25.8
MO,Missouri,Maries,29125,"8,430",38.2,13.6,33.1
IN,Indiana,Switzerland,18155,"10,019",40.4,14.9,29.8
NE,Nebraska,York,31185,"14,356",40.9,11.2,26.8
NM,New Mexico,Catron,35003,"3,825",31.6,17.7,27.3
AL,Alabama,Mobile,01097,"411,640",39.0,16.1,30.7
GA,Georgia,Tift,13277,"41,554",39.4,15.8,33.0
IN,Indiana,Daviess,18027,"33,656",41.4,13.8,30.3
ID,Idaho,Benewah,16009,"10,369",36.3,13.5,29.5
NH,New Hampshire,Grafton,33009,"93,146",25.8,9.3,19.7
ID,Idaho,Kootenai,16055,"185,010",31.7,9.9,19.6
IA,Iowa,Mills,19129,"14,633",39.2,11.3,23.0
TX,Texas,Reagan,48383,"3,141",39.1,14.5,33.0
IL,Illinois,Warren,17187,"16,185",37.0,12.3,25.0
MO,Missouri,DeKalb,29063,"9,899",38.9,12.5,30.3
AL,Alabama,Walker,01127,"64,728",35.8,15.1,32.2
VA,Virginia,Henrico,51087,"334,760",32.8,12.3,21.4
MO,Missouri,Wright,29229,"19,403",42.2,15.5,38.2
IL,Illinois,Johnson,17087,"13,326",41.4,12.9,26.4
NC,North Carolina,Pasquotank,37139,"41,444",38.3,13.0,25.2
SD,South Dakota,Hyde,46069,"1,186",35.3,13.6,26.1
CO,Colorado,Prowers,08099,"11,751",29.2,12.6,26.3
AL,Alabama,Coosa,01037,"10,268",41.9,18.6,33.5
WI,Wisconsin,Walworth,55127,"105,822",38.4,11.2,26.1
IA,Iowa,Scott,19163,"174,270",40.6,11.0,24.1
TX,Texas,Kleberg,48273,"30,069",37.1,14.0,33.9
IN,Indiana,Brown,18013,"15,653",36.1,14.7,25.3
CO,Colorado,Lincoln,08073,"5,480",29.8,10.8,23.4
WA,Washington,Okanogan,53047,"43,712",32.6,13.3,24.8
MT,Montana,Deer Lodge,30023,"9,673",32.4,12.9,25.2
SD,South Dakota,Clark,46025,"3,948",34.1,13.1,27.3
LA,Louisiana,Richland,22083,"19,712",43.1,17.7,36.0
MA,Massachusetts,Hampden,25013,"460,291",34.9,12.1,29.8
AR,Arkansas,Lee,05077,"8,201",46.9,19.7,42.9
OH,Ohio,Coshocton,39031,"36,869",41.5,15.3,32.3
NE,Nebraska,Valley,31175,"4,012",41.8,12.9,28.6
MN,Minnesota,Winona,27169,"49,721",33.8,9.8,22.5
IN,Indiana,Cass,18017,"37,666",47.4,15.3,31.2
WI,Wisconsin,Lincoln,55069,"28,405",42.8,13.1,30.2
OK,Oklahoma,Payne,40119,"83,352",33.9,9.8,27.1
IA,Iowa,Woodbury,19193,"105,951",39.1,12.1,28.9
GA,Georgia,Chattahoochee,13053,"8,661",35.8,7.5,24.7
KS,Kansas,Rooks,20163,"4,778",40.6,12.3,28.5
AK,Alaska,Yakutat,02282,687,35.4,13.7,27.0
MO,Missouri,Pike,29163,"17,935",38.3,13.5,33.5
OK,Oklahoma,Cherokee,40021,"48,185",42.9,14.3,31.6
ND,North Dakota,Hettinger,38041,"2,415",37.4,11.7,25.1
MT,Montana,Carter,30011,"1,418",32.9,12.3,24.9
TX,Texas,Dimmit,48127,"8,257",46.8,23.4,49.5
FL,Florida,Broward,12011,"1,962,531",30.6,13.5,26.4
MT,Montana,Stillwater,30095,"9,173",30.2,10.8,21.0
TX,Texas,Shackelford,48417,"3,229",33.8,12.3,24.1
NC,North Carolina,Jackson,37099,"44,574",34.5,12.1,24.2
KS,Kansas,Morton,20129,"2,580",37.9,14.0,32.7
MI,Michigan,Crawford,26039,"13,538",37.5,14.9,28.9
WY,Wyoming,Johnson,56019,"8,759",35.6,13.1,28.4
IN,Indiana,Johnson,18081,"167,819",38.8,11.9,22.5
TX,Texas,McLennan,48309,"268,583",34.8,12.5,27.9
TN,Tennessee,Warren,47177,"42,638",42.3,15.5,31.8
MN,Minnesota,Nobles,27105,"21,727",38.6,13.5,33.7
OK,Oklahoma,Love,40085,"10,296",38.8,14.4,35.0
TX,Texas,Milam,48331,"25,951",37.1,14.9,31.1
NJ,New Jersey,Cape May,34009,"94,610",33.5,11.7,22.9
VA,Virginia,Accomack,51001,"33,239",40.0,18.2,33.4
NV,Nevada,Esmeralda,32009,736,36.1,17.7,32.3
SD,South Dakota,McPherson,46089,"2,334",34.9,14.8,29.2
MI,Michigan,Iosco,26069,"25,373",38.8,15.9,30.7
WI,Wisconsin,Columbia,55021,"58,091",33.6,11.3,26.2
SD,South Dakota,Fall River,46047,"7,393",38.0,16.4,30.5
TX,Texas,Roberts,48393,840,33.7,11.6,23.6
TX,Texas,Kent,48263,734,32.5,12.9,25.2
MO,Missouri,Iron,29093,"9,440",42.3,15.0,35.3
GA,Georgia,Candler,13043,"11,059",42.2,16.5,33.4
MA,Massachusetts,Plymouth,25023,"535,308",29.7,10.3,20.4
VA,Virginia,Fauquier,51061,"75,165",32.7,11.6,21.2
MS,Mississippi,Yazoo,28163,"25,796",50.5,18.5,42.6
OK,Oklahoma,Greer,40055,"5,466",42.1,13.0,33.1
CO,Colorado,Douglas,08035,"383,906",25.3,6.8,13.7
CT,Connecticut,Greater Bridgeport,09120,"327,651",28.1,10.3,27.6
VA,Virginia,Patrick,51141,"17,509",39.9,16.4,30.3
VA,Virginia,New Kent,51127,"26,134",35.1,11.9,21.5
VA,Virginia,Bland,51021,"6,179",36.5,13.8,26.5
KS,Kansas,Woodson,20207,"3,115",39.6,13.6,29.2
NE,Nebraska,Lincoln,31111,"33,365",40.1,12.9,29.4
WV,West Virginia,Mason,54053,"24,765",41.3,17.0,36.6
WI,Wisconsin,Lafayette,55065,"16,945",41.9,12.5,30.6
TX,Texas,Throckmorton,48447,"1,526",35.5,15.4,30.0
AL,Alabama,Montgomery,01101,"224,980",46.1,16.4,30.6
MO,Missouri,Camden,29029,"44,044",35.6,14.7,31.7
TX,Texas,Colorado,48089,"21,117",36.2,14.9,29.9
AK,Alaska,Aleutians East,02013,"3,461",30.7,12.8,28.7
CA,California,Imperial,06025,"179,057",34.7,15.0,35.2
IL,Illinois,Pulaski,17153,"4,911",45.6,18.4,32.9
OH,Ohio,Lucas,39095,"425,484",36.1,14.0,29.8
NJ,New Jersey,Ocean,34029,"659,197",29.8,11.4,25.8
NC,North Carolina,Wayne,37191,"118,686",39.5,14.2,28.3
NE,Nebraska,Merrick,31121,"7,755",39.3,11.7,28.8
OR,Oregon,Jackson,41029,"220,768",32.8,12.7,21.8
TN,Tennessee,Fentress,47049,"19,696",44.9,17.1,32.6
FL,Florida,Osceola,12097,"437,784",39.8,13.4,28.2
MS,Mississippi,Jackson,28059,"146,389",40.7,15.0,30.5
OK,Oklahoma,Jackson,40065,"24,669",40.4,13.2,34.4
NM,New Mexico,Luna,35029,"25,316",35.7,17.7,35.7
MI,Michigan,Oscoda,26135,"8,545",38.4,16.5,31.4
MS,Mississippi,Neshoba,28099,"28,789",43.1,16.5,37.8
MT,Montana,Powder River,30075,"1,743",30.4,11.9,22.2
WI,Wisconsin,Washington,55131,"138,168",36.4,10.5,22.7
TX,Texas,Midland,48329,"177,108",35.9,10.8,26.6
AR,Arkansas,Sebastian,05131,"129,098",36.2,13.1,33.3
WI,Wisconsin,Douglas,55031,"44,264",41.0,11.7,27.2
VA,Virginia,Chesapeake,51550,"253,886",40.1,12.8,22.7
IA,Iowa,Adair,19001,"7,389",39.9,13.1,28.2
AR,Arkansas,Van Buren,05141,"16,142",39.6,16.2,37.0
FL,Florida,Clay,12019,"232,439",34.9,12.2,25.4
ME,Maine,Penobscot,23019,"155,312",38.0,11.5,26.2
TX,Texas,Nolan,48353,"14,306",40.5,16.5,35.8
OR,Oregon,Douglas,41019,"112,435",37.6,14.3,25.8
ME,Maine,Lincoln,23015,"36,507",30.9,11.8,21.4
GA,Georgia,Emanuel,13107,"23,119",42.7,16.4,35.9
AL,Alabama,Colbert,01033,"58,361",37.5,15.0,28.6
ID,Idaho,Madison,16065,"54,547",26.2,4.9,19.4
IN,Indiana,Dubois,18037,"43,546",40.0,13.2,25.0
GA,Georgia,Pike,13231,"20,461",36.0,11.9,25.4
NY,New York,Putnam,36079,"98,060",27.5,9.7,21.6
IA,Iowa,Jasper,19099,"37,919",38.3,11.9,25.6
NJ,New Jersey,Hunterdon,34019,"130,183",26.3,9.2,19.4
WV,West Virginia,Nicholas,54067,"24,169",40.6,16.8,35.1
SD,South Dakota,Ziebach,46137,"2,322",47.2,18.7,37.8
MI,Michigan,Hillsdale,26059,"45,587",37.6,13.5,28.2
MI,Michigan,Allegan,26005,"121,939",35.6,11.6,24.9
GA,Georgia,Henry,13151,"254,613",45.2,13.4,25.2
SC,South Carolina,Fairfield,45039,"20,422",45.7,20.5,33.4
AR,Arkansas,Craighead,05031,"113,993",39.1,11.6,31.0
NC,North Carolina,Tyrrell,37177,"3,461",41.3,17.5,32.1
OH,Ohio,Washington,39167,"58,577",43.7,13.8,29.9
MN,Minnesota,Anoka,27003,"372,441",36.2,10.6,24.6
NY,New York,Albany,36001,"316,659",29.8,9.2,21.2
NV,Nevada,Washoe,32031,"498,022",28.5,10.0,21.6
WY,Wyoming,Goshen,56015,"12,642",36.8,12.3,27.0
FL,Florida,Flagler,12035,"131,439",30.6,13.7,24.5
NC,North Carolina,Brunswick,37019,"159,964",32.8,13.5,22.5
GA,Georgia,Jenkins,13165,"8,627",42.5,18.2,37.4
ID,Idaho,Gooding,16047,"16,061",34.1,13.0,29.7
NE,Nebraska,Arthur,31005,412,41.7,12.1,26.6
SC,South Carolina,Bamberg,45009,"12,974",42.0,19.5,32.7
MO,Missouri,Lafayette,29107,"33,196",37.0,11.8,28.9
TX,Texas,Nueces,48355,"352,289",39.7,15.8,31.8
TN,Tennessee,Madison,47113,"99,193",43.8,16.2,30.4
KS,Kansas,Mitchell,20123,"5,719",39.0,12.8,28.4
TX,Texas,Brazos,48041,"244,703",29.4,9.7,24.2
TX,Texas,Fayette,48149,"25,474",33.9,13.8,26.5
VA,Virginia,Smyth,51173,"29,216",38.1,15.4,30.7
IA,Iowa,Cherokee,19035,"11,605",40.6,13.7,30.0
NE,Nebraska,Dawson,31047,"24,085",41.1,13.5,32.8
ND,North Dakota,Williams,38105,"39,113",40.4,8.9,24.1
FL,Florida,Liberty,12077,"7,706",44.5,14.3,31.8
LA,Louisiana,De Soto,22031,"27,114",44.4,17.8,34.4
MO,Missouri,St. Francois,29187,"67,058",40.3,12.9,34.4
MI,Michigan,Mason,26105,"29,159",40.4,13.8,25.4
NE,Nebraska,Sioux,31165,"1,154",42.6,16.0,32.5
MD,Maryland,Baltimore,24510,"565,239",38.7,14.4,27.4
WV,West Virginia,Upshur,54097,"23,529",36.6,16.5,35.0
WI,Wisconsin,Pierce,55093,"43,026",33.2,9.8,24.7
MN,Minnesota,Douglas,27041,"39,953",35.2,11.4,23.7
IL,Illinois,Kendall,17093,"139,976",39.7,9.4,19.5
TN,Tennessee,Henderson,47077,"28,070",38.8,15.4,31.1
MA,Massachusetts,Berkshire,25003,"126,818",31.2,10.9,22.2
SC,South Carolina,Oconee,45073,"81,221",38.2,15.3,28.6
GA,Georgia,Wilcox,13315,"8,779",42.6,17.4,35.0
KS,Kansas,Cowley,20035,"34,157",40.9,12.8,28.4
AL,Alabama,Greene,01063,"7,341",52.7,27.1,44.7
TX,Texas,Lubbock,48303,"320,940",35.4,11.4,27.6
OH,Ohio,Clark,39023,"134,610",42.2,15.0,33.5
MS,Mississippi,Alcorn,28003,"34,135",40.0,15.0,35.2
MN,Minnesota,McLeod,27085,"36,785",42.0,11.4,25.8
NC,North Carolina,Harnett,37085,"141,477",36.9,11.8,25.9
VA,Virginia,Staunton,51790,"25,915",36.4,12.9,25.1
SD,South Dakota,Miner,46097,"2,280",35.7,13.3,26.6
TN,Tennessee,Putnam,47141,"83,844",37.5,12.4,25.4
IN,Indiana,LaPorte,18091,"111,706",37.0,15.0,28.1
MO,Missouri,Livingston,29117,"14,557",39.4,12.6,32.3
NH,New Hampshire,Belknap,33001,"65,027",30.5,10.5,20.8
WI,Wisconsin,Sheboygan,55117,"117,752",36.6,11.5,29.0
FL,Florida,Duval,12031,"1,030,822",34.3,12.8,27.1
NC,North Carolina,Beaufort,37013,"44,481",36.8,15.6,28.3
NY,New York,Greene,36039,"47,062",34.4,11.7,26.2
MI,Michigan,Genesee,26049,"401,522",40.6,13.2,28.1
VA,Virginia,Carroll,51035,"29,239",41.4,15.9,30.5
TX,Texas,Cass,48067,"28,659",39.3,15.7,30.8
OH,Ohio,Putnam,39137,"34,199",43.7,12.3,24.7
IN,Indiana,Blackford,18009,"11,893",44.3,16.4,30.9
LA,Louisiana,Jefferson Davis,22053,"31,553",42.7,14.8,33.4
WY,Wyoming,Converse,56009,"13,809",37.3,11.5,26.4
SD,South Dakota,Union,46127,"17,183",31.2,10.6,21.1
WA,Washington,Yakima,53077,"256,643",39.7,12.9,27.9
MO,Missouri,Knox,29103,"3,723",39.5,15.1,35.2
NC,North Carolina,Union,37179,"256,452",33.4,10.5,21.6
IL,Illinois,Madison,17119,"262,752",38.7,11.2,22.1
NM,New Mexico,Curry,35009,"47,222",39.4,12.0,28.5
NE,Nebraska,Howard,31093,"6,527",38.6,11.5,27.6
SD,South Dakota,Custer,46033,"9,117",33.9,13.9,25.1
IL,Illinois,Crawford,17033,"18,300",40.1,12.1,24.3
TX,Texas,Bowie,48037,"91,687",36.7,13.8,29.1
TN,Tennessee,Sullivan,47163,"162,135",37.8,15.2,29.1
MA,Massachusetts,Bristol,25005,"581,841",32.1,10.8,24.8
AR,Arkansas,Lonoke,05085,"75,944",36.1,11.3,31.0
MI,Michigan,Marquette,26103,"66,999",36.4,10.6,21.4
WA,Washington,Lincoln,53043,"11,738",37.6,11.7,20.5
MN,Minnesota,Lake,27075,"10,855",35.4,12.5,25.5
SC,South Carolina,Richland,45079,"425,138",34.7,13.0,21.7
IL,Illinois,Boone,17007,"53,202",36.8,12.2,25.6
NC,North Carolina,Nash,37127,"96,551",38.4,15.0,28.9
VA,Virginia,Craig,51045,"4,843",36.5,14.3,26.6
OK,Oklahoma,Cimarron,40025,"2,191",37.6,13.7,31.7
MO,Missouri,Adair,29001,"25,122",34.7,10.0,28.1
NC,North Carolina,Rutherford,37161,"65,507",38.1,14.4,28.8
SC,South Carolina,Allendale,45005,"7,369",46.7,21.6,38.4
TX,Texas,Potter,48375,"114,647",41.8,15.3,34.9
MO,Missouri,Christian,29043,"94,422",36.3,10.7,26.5
TX,Texas,Culberson,48109,"2,196",40.3,19.3,40.8
IA,Iowa,Palo Alto,19147,"8,810",40.0,12.1,25.8
NV,Nevada,Churchill,32001,"25,803",37.8,11.7,26.4
AL,Alabama,Choctaw,01023,"12,252",44.4,20.1,36.4
MS,Mississippi,Hinds,28049,"214,870",44.0,17.0,34.7
MO,Missouri,Cedar,29039,"14,672",39.8,15.6,35.3
IN,Indiana,Hamilton,18057,"371,645",32.5,9.6,16.1
AK,Alaska,Chugach,02063,"6,769",31.1,9.6,20.9
MO,Missouri,Shannon,29203,"7,238",37.0,15.2,34.6
AR,Arkansas,Scott,05127,"9,851",37.0,14.8,36.7
KS,Kansas,Shawnee,20177,"177,746",38.3,12.5,25.7
LA,Louisiana,Jefferson,22051,"421,777",41.6,16.2,30.3
FL,Florida,Wakulla,12129,"36,449",38.9,12.6,27.2
NE,Nebraska,Chase,31029,"3,724",36.9,12.7,30.0
NM,New Mexico,Bernalillo,35001,"671,586",33.0,11.6,23.2
WV,West Virginia,Monroe,54063,"12,382",41.1,17.9,35.7
WI,Wisconsin,Waushara,55137,"24,934",39.7,14.4,32.0
VA,Virginia,Greensville,51081,"11,133",45.3,17.1,31.6
VA,Virginia,Suffolk,51800,"100,659",42.5,13.7,25.9
TX,Texas,Rockwall,48397,"131,307",35.1,9.4,20.4
TX,Texas,San Patricio,48409,"70,660",41.3,15.4,34.6
NE,Nebraska,Morrill,31123,"4,504",41.6,13.3,32.1
ND,North Dakota,Richland,38077,"16,558",36.1,10.5,23.7
VA,Virginia,Norfolk,51710,"230,930",40.3,12.7,26.1
CT,Connecticut,Northwest Hills,09160,"113,463",28.2,10.0,23.4
WI,Wisconsin,Green Lake,55047,"19,344",40.4,13.7,32.2
GA,Georgia,Forsyth,13117,"272,887",27.7,9.9,20.2
ID,Idaho,Custer,16037,"4,523",31.5,13.4,24.3
MN,Minnesota,Pennington,27113,"13,714",40.2,11.2,24.8
ID,Idaho,Valley,16085,"12,644",34.0,13.1,24.9
VA,Virginia,Prince George,51149,"42,871",38.4,11.5,24.9
NY,New York,Suffolk,36103,"1,523,170",29.7,10.0,24.1
VT,Vermont,Addison,50001,"37,720",27.3,8.2,17.9
MI,Michigan,Kalkaska,26079,"18,490",38.7,13.5,27.2
IL,Illinois,Cook,17031,"5,087,072",31.0,11.8,23.3
VA,Virginia,Essex,51057,"10,598",42.6,18.0,31.2
AR,Arkansas,Independence,05063,"38,320",41.6,13.4,35.3
GA,Georgia,Oglethorpe,13221,"15,754",36.4,14.1,28.3
WV,West Virginia,Hancock,54029,"28,145",44.0,16.6,32.2
AL,Alabama,Macon,01087,"18,370",46.7,20.0,35.2
IA,Iowa,Tama,19171,"16,833",40.2,13.6,29.6
TX,Texas,Delta,48119,"5,520",37.1,13.7,28.3
IA,Iowa,Montgomery,19137,"10,139",39.5,12.9,28.4
MI,Michigan,Barry,26015,"63,808",37.0,11.2,24.1
KS,Kansas,Wichita,20203,"2,082",41.7,14.5,33.9
MT,Montana,Glacier,30035,"13,609",39.7,15.5,32.2
VA,Virginia,Highland,51091,"2,339",33.0,15.2,25.6
VA,Virginia,Lunenburg,51111,"12,038",46.1,18.9,33.6
NC,North Carolina,Iredell,37097,"199,710",32.8,10.7,21.6
TN,Tennessee,Bradley,47011,"111,579",41.5,13.4,25.9
IA,Iowa,Kossuth,19109,"14,396",38.2,13.1,26.8
TX,Texas,Waller,48473,"63,553",36.6,11.1,26.9
MS,Mississippi,Franklin,28037,"7,610",40.4,18.5,38.2
TX,Texas,Glasscock,48173,"1,141",34.0,10.9,23.3
ND,North Dakota,Kidder,38043,"2,342",39.9,12.8,26.9
VA,Virginia,Emporia,51595,"5,463",44.4,20.0,36.4
CO,Colorado,Bent,08011,"5,681",33.7,14.7,29.9
GA,Georgia,Irwin,13155,"9,120",40.3,16.2,33.4
CA,California,Shasta,06089,"180,366",29.3,11.7,22.2
NY,New York,Clinton,36019,"78,115",33.2,10.7,26.7
WY,Wyoming,Teton,56039,"23,232",24.0,8.4,18.3
TN,Tennessee,Grainger,47057,"24,681",41.2,15.7,30.8
TX,Texas,Tarrant,48439,"2,182,947",33.2,11.7,27.7
IL,Illinois,Greene,17061,"11,543",40.2,13.2,26.7
TX,Texas,Harrison,48203,"70,895",38.8,13.8,29.5
NC,North Carolina,Currituck,37053,"31,593",34.5,10.7,21.6
MN,Minnesota,Aitkin,27001,"16,102",33.2,15.2,28.8
MT,Montana,Teton,30099,"6,430",30.9,11.0,24.0
GA,Georgia,Glascock,13125,"2,954",37.6,14.5,30.5
SC,South Carolina,Marlboro,45069,"25,704",41.0,20.5,38.8
TN,Tennessee,Lawrence,47099,"46,114",41.5,14.9,30.5
OH,Ohio,Lawrence,39087,"56,118",41.6,15.1,32.4
MS,Mississippi,Pike,28113,"39,394",46.0,18.9,38.7
OH,Ohio,Adams,39001,"27,521",40.3,15.7,35.3
WI,Wisconsin,Outagamie,55087,"193,234",36.6,10.3,25.6
AZ,Arizona,Coconino,04005,"144,472",23.6,9.3,16.0
VT,Vermont,Washington,50023,"60,142",27.1,8.9,18.3
WI,Wisconsin,Fond du Lac,55039,"103,948",43.8,11.5,29.1
ME,Maine,Aroostook,23003,"67,351",40.0,14.8,32.0
NC,North Carolina,Polk,37149,"20,060",35.2,14.1,25.1
FL,Florida,Martin,12085,"163,315",27.0,13.6,23.5
ID,Idaho,Bear Lake,16007,"6,766",31.0,11.6,24.7
KS,Kansas,Hodgeman,20083,"1,655",36.5,11.5,25.2
NE,Nebraska,Fillmore,31059,"5,548",42.1,12.3,28.6
GA,Georgia,Wayne,13305,"31,373",43.3,15.8,33.5
VA,Virginia,Nottoway,51135,"15,566",43.5,16.7,30.9
TX,Texas,Motley,48345,"1,020",35.2,14.7,28.8
MO,Missouri,Monroe,29137,"8,698",37.8,15.0,33.9
AK,Alaska,North Slope,02185,"10,603",42.3,10.8,23.6
NC,North Carolina,Madison,37115,"22,071",34.6,11.6,23.0
GA,Georgia,McDuffie,13189,"21,799",38.9,16.7,32.3
CA,California,Lake,06033,"67,878",32.7,14.1,27.8
VA,Virginia,King William,51101,"19,030",34.9,12.2,23.8
VA,Virginia,Augusta,51015,"78,247",40.8,13.2,25.7
IL,Illinois,Pike,17149,"14,342",40.6,13.3,27.1
NM,New Mexico,Quay,35037,"8,510",37.6,17.2,31.6
WA,Washington,Columbia,53013,"4,053",32.4,12.2,20.6
LA,Louisiana,Sabine,22085,"21,906",44.7,17.9,36.3
OH,Ohio,Harrison,39067,"14,159",41.4,15.6,31.6
MN,Minnesota,Big Stone,27011,"5,105",37.6,13.2,27.7
NY,New York,Cattaraugus,36009,"75,600",35.7,12.1,28.4
NC,North Carolina,Clay,37043,"11,864",35.3,14.3,25.5
KS,Kansas,Sedgwick,20173,"528,469",38.6,12.0,26.3
NY,New York,Erie,36029,"946,147",32.8,10.8,24.8
IL,Illinois,Vermilion,17183,"71,652",43.8,14.4,29.0
KS,Kansas,Clay,20027,"8,007",39.6,12.8,28.2
GA,Georgia,Thomas,13275,"45,649",39.2,16.0,29.1
OK,Oklahoma,Pontotoc,40123,"38,396",39.9,12.3,29.7
ID,Idaho,Latah,16057,"41,301",29.0,7.8,18.0
SC,South Carolina,Laurens,45059,"68,873",36.3,15.6,31.9
GA,Georgia,Newton,13217,"120,135",42.4,14.4,30.3
MT,Montana,Wibaux,30109,910,32.5,11.6,24.1
MS,Mississippi,Choctaw,28019,"8,088",40.2,16.9,35.3
OR,Oregon,Coos,41011,"64,212",34.1,14.2,24.1
MO,Missouri,Dent,29065,"14,647",39.5,14.6,34.1
SC,South Carolina,Berkeley,45015,"255,217",37.9,12.9,25.6
IN,Indiana,Parke,18121,"16,484",42.3,15.4,31.0
NJ,New Jersey,Cumberland,34011,"152,326",40.4,13.5,32.8
MD,Maryland,Wicomico,24045,"104,800",39.6,12.6,28.0
KS,Kansas,Anderson,20003,"7,838",40.1,13.1,29.9
OK,Oklahoma,Woodward,40153,"19,947",41.5,12.1,30.7
CA,California,Plumas,06063,"19,131",29.9,13.5,24.0
LA,Louisiana,Cameron,22023,"4,768",36.4,13.3,28.1
WV,West Virginia,Brooke,54009,"21,373",40.0,15.5,29.9
MS,Mississippi,Marion,28091,"24,224",43.5,17.2,37.3
TN,Tennessee,Meigs,47121,"13,691",40.8,15.9,31.1
AZ,Arizona,Maricopa,04013,"4,585,871",30.4,10.6,20.4
OK,Oklahoma,Oklahoma,40109,"808,866",37.7,12.6,29.2
ME,Maine,Piscataquis,23021,"17,486",34.6,13.8,28.1
OH,Ohio,Pike,39131,"27,001",43.2,16.2,36.6
MN,Minnesota,Stevens,27149,"9,728",36.8,9.7,24.7
VA,Virginia,Charlottesville,51540,"44,983",33.0,10.4,21.9
SC,South Carolina,Hampton,45049,"18,122",41.6,20.2,35.1
MO,Missouri,Ripley,29181,"10,806",41.3,15.6,37.4
MI,Michigan,Missaukee,26113,"15,311",39.3,13.3,28.2
FL,Florida,Okeechobee,12093,"41,427",43.9,15.6,32.0
WI,Wisconsin,Chippewa,55017,"66,970",41.7,11.7,28.2
IA,Iowa,Keokuk,19107,"9,914",41.4,13.4,28.7
OR,Oregon,Josephine,41033,"87,821",33.8,14.8,25.7
TX,Texas,Kimble,48267,"4,442",36.8,16.6,31.5
MS,Mississippi,Newton,28101,"21,019",40.9,15.7,34.3
TX,Texas,Jack,48237,"8,875",37.8,13.4,30.4
NY,New York,Orleans,36073,"39,124",32.9,11.7,28.3
OH,Ohio,Gallia,39053,"28,986",36.6,15.3,35.2
TX,Texas,Young,48503,"18,124",37.1,13.4,28.4
NE,Nebraska,Scotts Bluff,31157,"35,699",39.1,13.0,29.4
UT,Utah,Morgan,49029,"13,000",25.0,8.1,15.1
