state_abbr,state,county,fips,population,obesity,diabetes,inactivity
MO,Missouri,St. Clair,29185,"9,752",37.6,16.2,36.9
MS,Mississippi,Oktibbeha,28105,"51,203",34.5,10.9,27.5
TX,Texas,Childress,48075,"6,788",36.1,12.0,29.6
WI,Wisconsin,Monroe,55081,"46,151",44.4,12.8,32.0
TN,Tennessee,Marshall,47117,"36,961",40.0,13.6,27.2
NY,New York,Bronx,36005,"1,356,476",33.5,16.1,38.1
VA,Virginia,Roanoke,51161,"97,026",34.4,12.0,22.7
KS,Kansas,Jewell,20089,"2,847",39.1,15.8,32.6
FL,Florida,Leon,12073,"296,913",33.1,10.6,22.6
ME,Maine,Somerset,23025,"51,302",37.2,13.9,28.1
ND,North Dakota,Adams,38001,"2,163",34.8,14.1,29.0
TN,Tennessee,Hawkins,47073,"58,600",41.1,16.0,31.6
TX,Texas,Oldham,48359,"1,783",36.1,13.3,28.6
OH,Ohio,Vinton,39163,"12,474",40.3,15.4,33.0
CA,California,Fresno,06019,"1,017,162",37.7,12.7,30.9
MS,Mississippi,Quitman,28119,"5,546",51.2,22.8,45.1
LA,Louisiana,East Carroll,22035,"6,829",51.2,22.0,44.3
WV,West Virginia,Webster,54101,"8,045",42.9,19.5,41.2
KS,Kansas,Meade,20119,"3,911",36.8,12.5,30.6
TX,Texas,Terrell,48443,687,33.8,15.0,26.8
TX,Texas,Comanche,48093,"14,050",36.7,14.8,30.5
TX,Texas,Mitchell,48335,"9,075",38.4,13.3,31.8
SC,South Carolina,Pickens,45077,"135,495",35.4,12.1,25.6
GA,Georgia,White,13311,"29,026",35.0,13.2,26.3
GA,Georgia,Harris,13145,"36,654",33.0,12.6,22.8
AR,Arkansas,Miller,05091,"42,415",38.1,15.3,37.9
MO,Missouri,Macon,29121,"15,161",34.4,12.9,31.5
SD,South Dakota,Spink,46115,"6,166",36.0,12.9,25.6
NC,North Carolina,Duplin,37061,"49,520",39.4,15.5,29.9
IA,Iowa,Decatur,19053,"7,665",39.6,12.4,27.6
KS,Kansas,Clark,20025,"1,847",36.8,12.1,27.0
ID,Idaho,Blaine,16013,"25,041",23.1,10.2,20.2
WI,Wisconsin,Racine,55101,"196,613",42.3,12.5,31.2
NM,New Mexico,Cibola,35006,"26,780",39.1,16.6,29.5
TX,Texas,Rains,48379,"12,986",35.8,14.1,27.5
IL,Illinois,Jersey,17083,"21,091",39.0,11.7,23.2
IA,Iowa,Marion,19125,"33,770",39.4,10.5,22.6
NC,North Carolina,Alamance,37001,"179,165",38.5,12.2,24.4
MN,Minnesota,Redwood,27127,"15,288",36.5,12.8,26.2
VA,Virginia,Goochland,51075,"27,197",33.0,12.2,20.9
OK,Oklahoma,Kingfisher,40073,"15,481",37.1,11.9,33.6
SD,South Dakota,Lawrence,46081,"28,053",32.7,11.4,23.5
MO,Missouri,Dallas,29059,"17,768",39.5,14.9,35.0
CA,California,Amador,06005,"41,811",29.6,11.8,22.7
AL,Alabama,Crenshaw,01041,"13,101",40.5,16.6,32.6
LA,Louisiana,Madison,22065,"9,246",49.9,22.6,43.8
MI,Michigan,Charlevoix,26029,"26,159",35.0,12.3,22.5
OH,Ohio,Athens,39009,"62,706",34.5,11.5,24.8
TX,Texas,Caldwell,48055,"49,859",42.2,14.6,33.3
MN,Minnesota,Beltrami,27007,"46,718",38.5,11.3,26.3
NE,Nebraska,Johnson,31097,"5,198",38.1,11.6,30.3
GA,Georgia,Cobb,13067,"776,743",29.9,10.9,21.6
IA,Iowa,Ringgold,19159,"4,642",42.7,12.2,25.9
NY,New York,Wyoming,36121,"39,532",35.6,11.2,26.1
TX,Texas,Wilbarger,48487,"12,522",39.6,16.5,35.8
MS,Mississippi,Wayne,28153,"19,703",44.2,17.8,38.0
AL,Alabama,Marion,01093,"29,244",42.4,15.5,32.2
MT,Montana,Daniels,30019,"1,633",33.5,11.2,22.6
KS,Kansas,Rice,20159,"9,260",39.5,11.9,28.5
AK,Alaska,Southeast Fairbanks,02240,"7,077",35.7,10.2,25.8
SD,South Dakota,Campbell,46021,"1,340",33.0,13.8,25.7
IL,Illinois,Champaign,17019,"205,644",31.1,9.6,20.1
MN,Minnesota,Jackson,27063,"9,919",35.8,11.7,25.2
MO,Missouri,Randolph,29175,"24,109",37.7,12.7,31.9
CO,Colorado,Mesa,08077,"159,681",29.8,9.8,20.0
IN,Indiana,Scott,18143,"24,657",42.3,14.1,29.9
NE,Nebraska,Thomas,31171,677,36.6,11.3,25.8
MN,Minnesota,Watonwan,27165,"11,077",36.8,12.9,29.5
IA,Iowa,Warren,19181,"55,205",38.7,9.7,21.8
WI,Wisconsin,Marathon,55073,"138,612",36.3,10.9,27.9
GA,Georgia,Cherokee,13057,"286,602",33.5,11.0,23.7
LA,Louisiana,Acadia,22001,"56,489",41.8,16.5,36.1
TX,Texas,Hood,48221,"67,774",33.2,12.5,24.7
VA,Virginia,Galax,51640,"6,717",39.4,16.3,33.1
FL,Florida,Bradford,12007,"27,858",34.9,14.4,32.0
NC,North Carolina,Greene,37079,"20,530",42.8,15.9,32.4
AR,Arkansas,Little River,05081,"11,805",41.3,15.7,36.9
MO,Missouri,Polk,29167,"32,780",38.7,13.0,33.2
WV,West Virginia,Lincoln,54043,"19,701",45.6,18.5,36.2
TN,Tennessee,Wayne,47181,"16,066",40.5,15.4,31.5
TX,Texas,Schleicher,48413,"2,391",36.0,14.8,30.7
CA,California,Santa Barbara,06083,"441,257",26.1,10.8,24.1
TN,Tennessee,Gibson,47053,"51,045",39.6,14.7,29.8
OK,Oklahoma,Grady,40051,"57,375",38.4,12.0,29.3
ND,North Dakota,Oliver,38065,"1,879",34.6,11.7,24.0
MT,Montana,Richland,30083,"11,173",37.9,9.2,23.3
CO,Colorado,Morgan,08087,"29,524",32.1,10.9,23.3
NH,New Hampshire,Rockingham,33015,"320,689",31.2,9.1,18.8
GA,Georgia,Fulton,13121,"1,079,105",28.2,10.9,20.0
NM,New Mexico,Mora,35033,"4,123",33.1,18.5,30.6
MO,Missouri,Boone,29019,"189,463",29.8,9.5,23.8
AL,Alabama,St. Clair,01115,"95,552",39.6,13.0,27.6
WA,Washington,Walla Walla,53071,"61,568",34.1,10.6,19.6
CT,Connecticut,Southeastern Connecticut,09180,"279,634",32.5,10.0,26.3
MN,Minnesota,Meeker,27093,"23,490",37.1,12.2,26.1
NC,North Carolina,Perquimans,37143,"13,377",37.3,15.3,27.4
AK,Alaska,Hoonah-Angoon,02105,"2,262",37.1,14.8,26.6
NY,New York,Saratoga,36091,"238,711",33.1,9.6,19.8
NJ,New Jersey,Burlington,34005,"469,167",30.2,10.5,23.6
VA,Virginia,Fluvanna,51065,"28,462",39.1,12.6,22.9
SD,South Dakota,Grant,46051,"7,553",37.3,12.8,26.5
TX,Texas,Bailey,48017,"6,672",38.8,15.5,36.4
CO,Colorado,Denver,08031,"716,577",21.6,7.1,17.0
MA,Massachusetts,Worcester,25027,"866,866",32.6,10.4,23.8
NY,New York,Fulton,36035,"52,234",35.8,12.1,28.5
AL,Alabama,Franklin,01059,"31,802",42.2,16.4,33.9
VA,Virginia,Bath,51017,"4,051",38.8,18.4,33.1
ND,North Dakota,Foster,38031,"3,309",35.7,11.8,24.4
OK,Oklahoma,McIntosh,40091,"19,603",44.8,17.7,39.8
OR,Oregon,Harney,41025,"7,440",38.8,15.0,26.5
CA,California,Orange,06059,"3,135,755",23.9,11.5,24.1
MO,Missouri,Barry,29009,"35,265",37.8,15.0,36.6
VA,Virginia,Virginia Beach,51810,"453,649",36.7,12.3,22.3
OR,Oregon,Sherman,41055,"1,951",36.6,14.2,24.7
MS,Mississippi,Clay,28025,"18,206",47.6,19.1,38.8
GA,Georgia,Laurens,13175,"49,941",44.0,16.4,34.3
KS,Kansas,Gray,20069,"5,743",39.5,11.2,29.2
TX,Texas,Gregg,48183,"126,243",36.8,13.5,29.1
NC,North Carolina,Lincoln,37109,"95,675",35.0,11.5,22.9
GA,Georgia,Morgan,13211,"21,460",31.7,12.9,24.9
AR,Arkansas,Perry,05105,"10,184",38.9,14.1,34.2
MS,Mississippi,Sharkey,28125,"3,336",50.3,25.2,46.6
MI,Michigan,Ottawa,26139,"303,372",32.3,9.4,20.1
IN,Indiana,Ohio,18115,"6,004",39.5,14.3,26.2
NE,Nebraska,Brown,31017,"2,853",40.2,13.2,29.2
UT,Utah,Rich,49033,"2,670",32.7,11.6,19.3
SC,South Carolina,Beaufort,45013,"198,979",29.6,12.7,19.9
NE,Nebraska,McPherson,31117,383,38.5,13.3,28.6
ND,North Dakota,Ramsey,38071,"11,463",40.8,12.3,26.0
IN,Indiana,White,18181,"24,917",44.6,14.6,27.9
OH,Ohio,Noble,39121,"14,311",41.6,18.0,33.6
WI,Wisconsin,Jefferson,55055,"85,743",40.7,10.7,27.7
NM,New Mexico,Lincoln,35027,"20,029",30.0,14.4,25.4
AR,Arkansas,Sharp,05135,"17,968",39.4,16.2,37.7
MS,Mississippi,Monroe,28095,"33,609",42.9,16.7,38.3
OH,Ohio,Logan,39091,"46,057",39.3,14.0,29.2
ID,Idaho,Power,16077,"8,253",37.5,12.1,28.1
MN,Minnesota,Pine,27115,"30,197",39.6,13.1,27.7
WV,West Virginia,Braxton,54007,"12,162",41.5,19.1,38.5
GA,Georgia,Fannin,13111,"25,955",38.2,16.5,30.1
NC,North Carolina,Cherokee,37039,"29,959",34.8,15.2,27.1
UT,Utah,Daggett,49009,992,33.1,13.5,22.8
VA,Virginia,Prince William,51153,"489,640",34.3,11.4,23.1
MT,Montana,Musselshell,30065,"5,308",35.6,12.7,26.7
DC,District of Columbia,District of Columbia,11001,"678,972",24.7,7.8,14.9
TN,Tennessee,Henry,47079,"32,554",38.2,16.9,32.5
FL,Florida,St. Johns,12109,"320,110",29.2,10.6,18.5
TX,Texas,Johnson,48251,"202,906",33.4,11.9,27.0
MS,Mississippi,Covington,28031,"18,059",40.4,15.6,35.1
TN,Tennessee,Dickson,47043,"56,729",37.6,12.7,27.1
OR,Oregon,Polk,41053,"89,805",32.5,10.9,20.2
IL,Illinois,Ford,17053,"13,250",37.7,12.4,25.6
MN,Minnesota,Dakota,27037,"447,440",34.5,9.7,22.5
CA,California,Modoc,06049,"8,500",31.9,14.9,27.5
IL,Illinois,LaSalle,17099,"108,309",37.8,12.4,24.9
CO,Colorado,Chaffee,08015,"20,617",25.7,10.2,18.0
VA,Virginia,Montgomery,51121,"98,666",28.0,9.6,21.4
NE,Nebraska,Dodge,31053,"37,187",39.7,11.9,28.4
GA,Georgia,Madison,13195,"32,191",38.1,14.7,31.8
LA,Louisiana,Grant,22043,"21,911",39.9,13.7,31.3
IA,Iowa,Henry,19087,"19,547",38.8,12.5,26.4
NY,New York,Montgomery,36057,"49,368",38.8,11.5,27.7
NY,New York,Ontario,36069,"112,494",30.7,10.5,22.0
OH,Ohio,Trumbull,39155,"200,373",39.7,15.5,31.3
AZ,Arizona,Navajo,04017,"109,175",37.6,15.1,26.4
CA,California,Tehama,06103,"64,896",31.6,13.0,27.4
NM,New Mexico,Union,35059,"3,964",34.3,14.7,28.2
VA,Virginia,Fairfax,51600,"25,144",31.8,11.1,20.7
NC,North Carolina,Swain,37173,"13,916",40.7,15.2,28.0
AR,Arkansas,Clark,05019,"21,274",40.0,12.9,32.1
GA,Georgia,Spalding,13255,"69,946",39.7,16.0,31.2
LA,Louisiana,Ouachita,22073,"157,568",43.9,15.4,32.9
KS,Kansas,Kingman,20095,"7,066",39.8,12.0,27.9
MN,Minnesota,Roseau,27135,"15,252",35.9,11.8,25.1
FL,Florida,Highlands,12055,"107,614",36.7,18.3,33.3
ID,Idaho,Fremont,16043,"14,196",32.7,10.5,23.5
NE,Nebraska,Dakota,31043,"21,268",44.3,12.8,32.9
TX,Texas,Blanco,48031,"13,048",34.5,13.1,24.1
ND,North Dakota,Sioux,38085,"3,643",49.1,20.2,39.1
NC,North Carolina,Pamlico,37137,"12,423",36.0,15.2,26.5
TX,Texas,Cameron,48061,"426,710",40.3,18.3,36.9
IA,Iowa,Cedar,19031,"18,302",40.8,11.9,25.5
AK,Alaska,Lake and Peninsula,02164,"1,331",39.4,14.6,29.4
WI,Wisconsin,Ozaukee,55089,"93,460",30.3,10.1,22.1
MO,Missouri,Saline,29195,"23,049",37.7,12.4,31.8
FL,Florida,Jefferson,12065,"15,450",35.1,16.3,28.3
SC,South Carolina,Dorchester,45035,"169,833",35.4,12.8,24.6
KS,Kansas,Rawlins,20153,"2,463",41.9,14.7,30.9
TX,Texas,Zavala,48507,"9,312",47.5,22.6,48.4
ME,Maine,Hancock,23009,"56,526",29.4,11.2,20.6
MI,Michigan,Manistee,26101,"25,562",36.6,13.7,28.5
OH,Ohio,Greene,39057,"169,691",37.8,11.2,22.6
IA,Iowa,Dubuque,19061,"98,887",34.3,10.4,22.8
ND,North Dakota,McIntosh,38051,"2,488",35.8,14.4,29.2
KS,Kansas,Coffey,20031,"8,251",36.9,12.7,27.6
GA,Georgia,Lowndes,13185,"120,712",38.7,12.9,29.1
IL,Illinois,Bureau,17011,"32,729",38.1,13.2,25.8
TN,Tennessee,Shelby,47157,"910,042",39.7,15.9,27.5
KS,Kansas,Smith,20183,"3,590",39.0,13.3,29.6
IN,Indiana,Randolph,18135,"24,216",38.7,14.4,29.0
WA,Washington,Franklin,53021,"99,034",35.2,10.8,24.9
AR,Arkansas,Johnson,05071,"26,129",37.4,14.6,36.8
NY,New York,Dutchess,36027,"297,150",28.2,9.9,21.6
OH,Ohio,Clinton,39027,"41,938",39.7,13.5,30.3
LA,Louisiana,Terrebonne,22109,"103,616",41.3,15.2,33.1
GA,Georgia,Ben Hill,13017,"17,128",41.5,19.1,37.8
IL,Illinois,Union,17181,"16,667",39.8,14.1,28.0
SD,South Dakota,Bon Homme,46009,"7,065",37.0,12.8,26.7
TN,Tennessee,Cannon,47015,"15,063",43.1,14.5,29.5
NC,North Carolina,Gates,37073,"10,343",39.0,15.8,29.2
WI,Wisconsin,Forest,55041,"9,325",46.0,16.7,35.3
MN,Minnesota,Ramsey,27123,"536,075",32.1,10.5,20.3
CO,Colorado,Larimer,08069,"370,771",23.5,7.3,13.9
TX,Texas,Guadalupe,48187,"188,454",34.7,12.8,25.9
VA,Virginia,Brunswick,51025,"15,749",43.4,18.2,33.9
VA,Virginia,Halifax,51083,"33,432",40.2,19.3,33.7
MD,Maryland,Washington,24043,"155,813",39.0,13.3,29.5
AL,Alabama,Tallapoosa,01123,"40,677",39.5,16.8,30.0
IL,Illinois,Iroquois,17075,"26,136",40.6,13.9,27.0
NC,North Carolina,Ashe,37009,"27,063",36.2,14.0,26.3
IA,Iowa,Taylor,19173,"5,924",39.7,12.9,28.4
IL,Illinois,Wayne,17191,"15,761",39.9,13.6,27.4
OK,Oklahoma,Ottawa,40115,"30,287",41.7,15.2,36.3
IN,Indiana,Jackson,18071,"46,460",39.6,13.6,26.9
CA,California,San Benito,06069,"68,175",31.5,11.3,25.3
MS,Mississippi,Madison,28089,"112,511",36.3,12.4,26.3
TN,Tennessee,McMinn,47107,"55,678",46.8,15.4,30.0
CO,Colorado,Phillips,08095,"4,476",28.9,11.9,24.0
VT,Vermont,Caledonia,50005,"30,610",31.3,10.1,24.0
KS,Kansas,Neosho,20133,"15,420",39.5,13.1,28.6
IA,Iowa,Pocahontas,19151,"6,976",36.2,13.3,28.2
NY,New York,Warren,36113,"65,380",31.0,11.2,23.5
TN,Tennessee,Williamson,47187,"264,460",29.4,10.0,18.1
NJ,New Jersey,Warren,34041,"111,252",32.5,10.0,25.0
WV,West Virginia,Roane,54087,"13,743",41.6,19.4,39.6
TX,Texas,Armstrong,48011,"1,832",33.3,12.6,24.9
GA,Georgia,Grady,13131,"26,066",38.5,17.2,35.8
LA,Louisiana,Avoyelles,22009,"38,408",43.0,17.7,37.9
AR,Arkansas,Desha,05041,"10,479",46.6,21.2,46.2
MT,Montana,Judith Basin,30045,"2,093",31.5,12.9,25.0
SD,South Dakota,Tripp,46123,"5,621",37.0,15.3,29.4
IN,Indiana,Steuben,18151,"34,917",34.8,13.5,24.7
SD,South Dakota,Buffalo,46017,"1,884",48.5,17.5,36.4
WA,Washington,Pend Oreille,53051,"14,361",38.9,13.3,23.1
MN,Minnesota,Wabasha,27157,"21,683",37.5,11.6,23.8
TX,Texas,Wise,48497,"78,097",34.1,11.9,26.6
GA,Georgia,Bartow,13015,"115,041",38.7,12.0,26.2
MO,Missouri,Henry,29083,"22,485",38.5,14.4,33.8
OK,Oklahoma,Beckham,40009,"22,042",40.0,13.3,35.0
AK,Alaska,Petersburg,02195,"3,427",30.8,10.5,21.6
MN,Minnesota,Koochiching,27071,"11,751",37.0,13.4,27.8
AR,Arkansas,Drew,05043,"16,945",43.8,15.2,35.8
IL,Illinois,Massac,17127,"13,661",40.8,14.1,26.8
ND,North Dakota,Dickey,38021,"4,900",38.7,11.2,24.3
OR,Oregon,Wasco,41065,"26,333",37.9,13.3,23.6
GA,Georgia,Catoosa,13047,"68,910",34.1,12.5,25.3
MN,Minnesota,Isanti,27059,"43,182",32.8,10.5,24.8
KS,Kansas,Wabaunsee,20197,"7,057",35.1,11.5,25.6
UT,Utah,Summit,49043,"42,759",19.8,8.7,14.3
TX,Texas,Hudspeth,48229,"3,451",41.0,14.3,38.5
MS,Mississippi,Jasper,28061,"16,013",44.9,19.0,40.2
AR,Arkansas,Boone,05009,"38,530",40.7,13.1,30.8
OH,Ohio,Morrow,39117,"35,595",40.0,13.8,29.8
TX,Texas,Travis,48453,"1,334,961",30.4,9.0,19.9
CA,California,Yolo,06113,"220,544",25.7,9.3,22.4
MS,Mississippi,Amite,28005,"12,442",45.0,20.6,41.5
NC,North Carolina,Jones,37103,"9,401",40.0,17.0,30.9
GA,Georgia,Crisp,13081,"19,631",44.6,19.4,36.9
MD,Maryland,Cecil,24015,"105,672",41.3,13.2,27.8
UT,Utah,Washington,49053,"202,452",33.1,10.7,16.9
WA,Washington,Garfield,53023,"2,363",31.0,11.5,19.7
AL,Alabama,Baldwin,01003,"253,507",35.2,13.4,25.4
MT,Montana,Beaverhead,30001,"9,885",28.3,10.5,21.0
NE,Nebraska,Harlan,31083,"3,045",35.4,13.0,29.3
MI,Michigan,Benzie,26019,"18,441",35.4,12.8,23.7
CO,Colorado,Elbert,08039,"28,806",24.8,8.9,16.2
IA,Iowa,Lucas,19117,"8,747",39.8,13.9,29.1
SD,South Dakota,Hand,46059,"3,107",33.9,11.9,22.8
CO,Colorado,Park,08093,"18,117",23.5,10.2,16.0
OK,Oklahoma,Dewey,40043,"4,286",38.2,13.5,32.5
MO,Missouri,Gasconade,29073,"14,705",39.3,13.5,30.5
GA,Georgia,Rabun,13241,"17,442",34.2,15.5,28.9
GA,Georgia,Towns,13281,"13,035",31.9,15.9,27.5
CT,Connecticut,Naugatuck Valley,09140,"456,128",32.5,10.6,26.7
AK,Alaska,Denali,02068,"1,584",31.3,8.6,20.9
TX,Texas,Reeves,48389,"11,770",40.7,17.6,41.5
OK,Oklahoma,Wagoner,40145,"89,280",36.1,11.9,28.4
NE,Nebraska,Hamilton,31081,"9,537",40.7,10.5,24.7
CA,California,Madera,06039,"162,858",36.5,13.5,31.7
TX,Texas,DeWitt,48123,"19,929",37.6,16.0,33.0
WA,Washington,Skagit,53057,"131,417",33.0,10.8,19.6
FL,Florida,Seminole,12117,"484,271",29.5,11.0,21.2
VA,Virginia,Northumberland,51133,"12,391",36.0,16.8,26.2
NC,North Carolina,Stanly,37167,"65,699",36.3,12.7,25.4
MO,Missouri,Pettis,29159,"43,530",36.1,12.6,32.1
TX,Texas,Washington,48477,"37,007",35.7,13.2,26.5
NY,New York,Onondaga,36067,"467,873",36.9,10.9,23.1
WA,Washington,Adams,53001,"20,820",37.6,13.3,29.8
CO,Colorado,Weld,08123,"359,442",33.8,9.5,20.6
MT,Montana,Treasure,30103,772,33.2,12.5,23.6
MT,Montana,Carbon,30009,"11,419",33.0,11.8,22.2
VA,Virginia,Covington,51580,"5,545",40.7,16.6,32.9
ND,North Dakota,Griggs,38039,"2,248",36.8,12.3,23.9
WI,Wisconsin,Portage,55097,"71,024",35.1,9.6,24.6
WV,West Virginia,Jefferson,54037,"59,787",38.3,13.4,26.4
MD,Maryland,Harford,24025,"264,644",35.8,11.6,20.6
CA,California,Siskiyou,06093,"42,905",31.8,13.9,25.8
GA,Georgia,Gordon,13129,"59,757",35.3,13.9,31.6
AL,Alabama,Butler,01013,"18,382",40.4,18.9,37.1
KS,Kansas,Geary,20061,"35,047",34.5,9.3,29.7
CO,Colorado,Archuleta,08007,"14,189",27.6,11.7,19.7
AL,Alabama,Talladega,01121,"81,132",45.6,17.2,32.6
AR,Arkansas,Bradley,05011,"10,104",42.5,17.6,40.3
GA,Georgia,Screven,13251,"14,174",40.0,17.8,33.1
KS,Kansas,Lincoln,20105,"2,920",40.2,14.2,30.0
GA,Georgia,Effingham,13103,"71,541",37.9,11.3,24.5
VA,Virginia,Warren,51187,"41,843",38.0,12.7,25.7
OK,Oklahoma,Tulsa,40143,"682,868",35.7,11.7,30.8
IL,Illinois,St. Clair,17163,"251,018",38.8,13.1,25.0
TN,Tennessee,Jackson,47087,"12,363",39.4,17.0,33.0
CO,Colorado,Grand,08049,"15,935",24.3,9.1,16.6
GA,Georgia,Troup,13285,"70,742",36.0,15.0,32.0
NE,Nebraska,Garfield,31071,"1,763",38.8,12.3,26.7
TX,Texas,Coryell,48099,"84,878",37.3,10.3,26.8
TX,Texas,Jeff Davis,48243,"1,856",37.9,21.2,34.2
MS,Mississippi,Lafayette,28071,"58,467",34.4,10.9,26.6
IL,Illinois,Menard,17129,"11,954",37.9,11.7,22.5
GA,Georgia,Wilkinson,13319,"8,725",41.0,17.7,34.0
IA,Iowa,Allamakee,19005,"14,074",42.3,13.1,27.4
KS,Kansas,Greeley,20071,"1,181",36.8,11.7,26.5
AK,Alaska,Matanuska-Susitna,02170,"115,239",37.5,9.0,22.7
MI,Michigan,St. Clair,26147,"159,874",36.5,12.2,25.8
CA,California,Kern,06029,"913,820",36.0,13.3,31.9
MD,Maryland,Caroline,24011,"33,593",41.7,14.2,28.6
SD,South Dakota,Aurora,46003,"2,782",36.4,12.2,25.2
OK,Oklahoma,Hughes,40063,"13,436",41.9,15.1,36.5
LA,Louisiana,Pointe Coupee,22077,"20,000",39.9,17.1,34.2
IN,Indiana,Pike,18125,"12,106",37.9,14.5,27.7
OH,Ohio,Seneca,39147,"54,527",35.8,13.2,29.3
IA,Iowa,Clarke,19039,"9,588",43.1,14.2,31.8
MN,Minnesota,Fillmore,27045,"21,522",40.5,11.8,25.5
FL,Florida,Sumter,12119,"151,565",29.5,16.0,25.1
OH,Ohio,Ashland,39005,"52,190",38.3,13.9,30.7
MS,Mississippi,Tallahatchie,28135,"11,837",44.9,18.9,40.7
NC,North Carolina,Columbus,37047,"50,121",41.1,15.6,31.1
NE,Nebraska,Kimball,31105,"3,289",42.1,15.2,34.1
OH,Ohio,Madison,39097,"44,602",37.3,12.4,26.9
NJ,New Jersey,Gloucester,34015,"308,423",31.5,10.3,23.4
TX,Texas,Starr,48427,"65,934",45.0,20.0,47.0
CA,California,Sacramento,06067,"1,584,288",29.6,11.2,21.5
FL,Florida,Nassau,12089,"101,501",33.7,11.6,20.2
MI,Michigan,Tuscola,26157,"52,826",41.7,13.2,27.5
GA,Georgia,Walker,13295,"69,489",38.0,13.5,29.9
OR,Oregon,Malheur,41045,"32,044",41.2,13.9,28.3
WI,Wisconsin,Burnett,55013,"17,092",39.0,15.5,31.9
TX,Texas,Hutchinson,48233,"20,033",35.1,12.9,28.2
AZ,Arizona,Greenlee,04011,"9,369",33.1,10.6,23.4
OH,Ohio,Huron,39077,"58,199",35.0,13.5,30.3
NE,Nebraska,Sheridan,31161,"4,928",36.0,13.9,32.1
TN,Tennessee,Overton,47133,"23,327",40.9,15.7,30.7
TX,Texas,Hamilton,48193,"8,619",36.1,14.6,30.0
UT,Utah,Kane,49025,"8,425",33.3,11.8,19.5
TX,Texas,Kinney,48271,"3,148",36.8,15.8,32.0
NH,New Hampshire,Cheshire,33005,"77,703",29.9,9.5,20.8
VA,Virginia,Spotsylvania,51177,"149,588",40.3,12.6,24.6
IN,Indiana,Decatur,18031,"26,399",37.6,12.4,26.5
NY,New York,Otsego,36077,"60,126",29.9,10.2,24.2
SD,South Dakota,Deuel,46039,"4,354",33.3,11.9,23.9
OH,Ohio,Crawford,39033,"41,529",39.5,14.6,32.2
TX,Texas,Wood,48499,"47,921",34.3,14.6,28.6
ND,North Dakota,Cass,38017,"196,362",33.8,7.9,17.6
MT,Montana,Pondera,30073,"6,125",37.2,13.6,29.1
NE,Nebraska,Rock,31149,"1,271",38.8,12.5,27.6
IA,Iowa,Boone,19015,"26,590",43.4,11.2,24.8
WV,West Virginia,Summers,54089,"11,581",39.8,19.4,38.9
LA,Louisiana,St. Landry,22097,"81,464",40.4,18.2,36.3
MI,Michigan,Keweenaw,26083,"2,172",33.7,13.4,22.8
TN,Tennessee,Chester,47023,"17,606",39.0,13.9,28.6
TX,Texas,Live Oak,48297,"11,584",39.7,16.2,35.0
TX,Texas,Donley,48129,"3,214",34.2,14.0,28.8
FL,Florida,DeSoto,12027,"35,979",41.0,17.6,38.6
TX,Texas,Palo Pinto,48363,"29,747",39.4,14.4,30.7
SD,South Dakota,Meade,46093,"30,954",30.4,9.5,21.4
MN,Minnesota,Sibley,27143,"15,084",38.8,11.5,27.4
NC,North Carolina,Bladen,37017,"29,484",41.3,16.6,31.3
NE,Nebraska,Perkins,31135,"2,795",40.6,11.9,26.7
KS,Kansas,Dickinson,20041,"18,445",39.5,11.9,28.3
KS,Kansas,Ness,20135,"2,618",35.2,13.2,29.7
MA,Massachusetts,Essex,25009,"810,089",30.0,10.3,24.1
KS,Kansas,Barton,20009,"24,899",38.8,13.4,30.2
IN,Indiana,Madison,18095,"132,504",36.4,14.0,29.1
TX,Texas,Floyd,48153,"5,090",39.1,17.0,36.5
SD,South Dakota,Yankton,46135,"23,517",38.3,11.8,24.5
TX,Texas,Shelby,48419,"24,179",41.1,16.4,35.2
TX,Texas,Erath,48143,"44,195",33.4,10.8,25.1
IA,Iowa,Franklin,19069,"9,875",40.7,14.1,30.1
MN,Minnesota,Houston,27055,"18,582",34.1,11.3,25.7
TX,Texas,Chambers,48071,"53,876",35.0,10.8,25.0
UT,Utah,Wayne,49055,"2,614",34.3,13.1,22.1
IN,Indiana,Tipton,18159,"15,256",36.5,13.5,24.7
KS,Kansas,Montgomery,20125,"30,568",38.9,13.8,29.4
TX,Texas,Borden,48033,572,33.2,13.2,25.5
MO,Missouri,Dunklin,29069,"27,032",46.2,16.0,42.4
MN,Minnesota,Le Sueur,27079,"29,255",35.3,10.9,22.4
MO,Missouri,St. Louis,29189,"987,059",31.3,11.5,25.4
MI,Michigan,Eaton,26045,"108,820",38.9,11.4,24.0
CO,Colorado,San Miguel,08113,"7,868",26.3,8.7,14.9
CO,Colorado,Delta,08029,"31,746",26.7,12.4,22.9
LA,Louisiana,Caddo,22017,"226,386",42.2,17.2,33.2
IA,Iowa,Osceola,19143,"5,978",39.5,14.0,30.1
FL,Florida,Hillsborough,12057,"1,535,564",31.6,12.5,23.9
WA,Washington,Jefferson,53031,"33,714",28.7,13.1,17.4
MO,Missouri,Putnam,29171,"4,638",35.0,13.6,31.5
LA,Louisiana,Webster,22119,"35,238",44.6,19.5,39.0
AL,Alabama,Fayette,01057,"15,967",40.6,16.6,32.7
NE,Nebraska,Custer,31041,"10,581",40.0,12.2,28.3
OK,Oklahoma,Adair,40001,"19,627",46.2,17.5,40.8
AL,Alabama,Lauderdale,01077,"96,814",35.6,12.9,26.7
MD,Maryland,Worcester,24047,"54,171",33.1,13.7,25.7
